id,paper_id,local_path,server_path
258529242100,2585292421,2585292421/figures/-000.jpg,
258140604902,2581406049,2581406049/figures/-002.jpg,
258140604900,2581406049,2581406049/figures/-000.jpg,
275051462902,2750514629,2750514629/figures/-002.jpg,
275051462904,2750514629,2750514629/figures/-004.jpg,
275051462905,2750514629,2750514629/figures/-005.jpg,
275051462901,2750514629,2750514629/figures/-001.jpg,
275051462903,2750514629,2750514629/figures/-003.jpg,
275051462900,2750514629,2750514629/figures/-000.jpg,
275051462907,2750514629,2750514629/figures/-007.jpg,
275051462906,2750514629,2750514629/figures/-006.jpg,
275385619903,2753856199,2753856199/figures/-003.jpg,
275385619900,2753856199,2753856199/figures/-000.jpg,
262605997602,2626059976,2626059976/figures/-002.jpg,
262605997600,2626059976,2626059976/figures/-000.jpg,
276778086702,2767780867,2767780867/figures/-002.jpg,
276778086704,2767780867,2767780867/figures/-004.jpg,
276778086705,2767780867,2767780867/figures/-005.jpg,
276778086701,2767780867,2767780867/figures/-001.jpg,
276778086703,2767780867,2767780867/figures/-003.jpg,
276778086700,2767780867,2767780867/figures/-000.jpg,
277056581030,2770565810,2770565810/figures/-030.jpg,
277056581048,2770565810,2770565810/figures/-048.jpg,
277056581057,2770565810,2770565810/figures/-057.jpg,
277056581026,2770565810,2770565810/figures/-026.jpg,
277056581066,2770565810,2770565810/figures/-066.jpg,
277056581042,2770565810,2770565810/figures/-042.jpg,
277056581054,2770565810,2770565810/figures/-054.jpg,
277056581050,2770565810,2770565810/figures/-050.jpg,
277056581055,2770565810,2770565810/figures/-055.jpg,
277056581023,2770565810,2770565810/figures/-023.jpg,
277056581018,2770565810,2770565810/figures/-018.jpg,
277056581064,2770565810,2770565810/figures/-064.jpg,
277056581052,2770565810,2770565810/figures/-052.jpg,
277056581062,2770565810,2770565810/figures/-062.jpg,
277056581045,2770565810,2770565810/figures/-045.jpg,
277056581056,2770565810,2770565810/figures/-056.jpg,
277056581040,2770565810,2770565810/figures/-040.jpg,
277056581024,2770565810,2770565810/figures/-024.jpg,
277056581061,2770565810,2770565810/figures/-061.jpg,
277056581016,2770565810,2770565810/figures/-016.jpg,
277056581038,2770565810,2770565810/figures/-038.jpg,
277056581010,2770565810,2770565810/figures/-010.jpg,
277056581022,2770565810,2770565810/figures/-022.jpg,
277056581001,2770565810,2770565810/figures/-001.jpg,
277056581028,2770565810,2770565810/figures/-028.jpg,
277056581051,2770565810,2770565810/figures/-051.jpg,
277056581013,2770565810,2770565810/figures/-013.jpg,
277056581000,2770565810,2770565810/figures/-000.jpg,
277056581029,2770565810,2770565810/figures/-029.jpg,
277056581039,2770565810,2770565810/figures/-039.jpg,
277056581008,2770565810,2770565810/figures/-008.jpg,
277056581027,2770565810,2770565810/figures/-027.jpg,
277056581047,2770565810,2770565810/figures/-047.jpg,
277056581058,2770565810,2770565810/figures/-058.jpg,
277056581043,2770565810,2770565810/figures/-043.jpg,
277056581025,2770565810,2770565810/figures/-025.jpg,
277056581044,2770565810,2770565810/figures/-044.jpg,
277056581060,2770565810,2770565810/figures/-060.jpg,
277056581049,2770565810,2770565810/figures/-049.jpg,
277056581041,2770565810,2770565810/figures/-041.jpg,
277056581046,2770565810,2770565810/figures/-046.jpg,
276693642502,2766936425,2766936425/figures/-002.jpg,
276693642504,2766936425,2766936425/figures/-004.jpg,
276693642505,2766936425,2766936425/figures/-005.jpg,
276693642501,2766936425,2766936425/figures/-001.jpg,
276693642503,2766936425,2766936425/figures/-003.jpg,
276693642500,2766936425,2766936425/figures/-000.jpg,
256702582402,2567025824,2567025824/figures/-002.jpg,
256702582404,2567025824,2567025824/figures/-004.jpg,
256702582401,2567025824,2567025824/figures/-001.jpg,
256702582403,2567025824,2567025824/figures/-003.jpg,
256702582400,2567025824,2567025824/figures/-000.jpg,
259169467814,2591694678,2591694678/figures/-014.jpg,
259169467836,2591694678,2591694678/figures/-036.jpg,
259169467830,2591694678,2591694678/figures/-030.jpg,
259169467826,2591694678,2591694678/figures/-026.jpg,
259169467802,2591694678,2591694678/figures/-002.jpg,
259169467804,2591694678,2591694678/figures/-004.jpg,
259169467823,2591694678,2591694678/figures/-023.jpg,
259169467818,2591694678,2591694678/figures/-018.jpg,
259169467820,2591694678,2591694678/figures/-020.jpg,
259169467824,2591694678,2591694678/figures/-024.jpg,
259169467831,2591694678,2591694678/figures/-031.jpg,
259169467837,2591694678,2591694678/figures/-037.jpg,
259169467816,2591694678,2591694678/figures/-016.jpg,
259169467809,2591694678,2591694678/figures/-009.jpg,
259169467805,2591694678,2591694678/figures/-005.jpg,
259169467810,2591694678,2591694678/figures/-010.jpg,
259169467819,2591694678,2591694678/figures/-019.jpg,
259169467822,2591694678,2591694678/figures/-022.jpg,
259169467801,2591694678,2591694678/figures/-001.jpg,
259169467828,2591694678,2591694678/figures/-028.jpg,
259169467803,2591694678,2591694678/figures/-003.jpg,
259169467813,2591694678,2591694678/figures/-013.jpg,
259169467800,2591694678,2591694678/figures/-000.jpg,
259169467829,2591694678,2591694678/figures/-029.jpg,
259169467835,2591694678,2591694678/figures/-035.jpg,
259169467808,2591694678,2591694678/figures/-008.jpg,
259169467821,2591694678,2591694678/figures/-021.jpg,
259169467817,2591694678,2591694678/figures/-017.jpg,
259169467807,2591694678,2591694678/figures/-007.jpg,
259169467827,2591694678,2591694678/figures/-027.jpg,
259169467832,2591694678,2591694678/figures/-032.jpg,
